customer_id,order_date,order_id,order_status,required_date,shipped_date,staff_name,store,order_status_name
872,2016-01-31,50,4,2016-02-03,2016-02-02,Kali,Rowlett Bikes,Completed
1047,2016-02-01,51,4,2016-02-02,2016-02-03,Venita,Baldwin Bikes,Completed
767,2016-02-03,52,4,2016-02-04,2016-02-05,Mireya,Santa Cruz Bikes,Completed
965,2016-02-03,53,4,2016-02-04,2016-02-05,Marcelene,Baldwin Bikes,Completed
535,2016-02-04,54,4,2016-02-07,2016-02-07,Venita,Baldwin Bikes,Completed
1173,2016-02-04,55,4,2016-02-07,2016-02-06,Marcelene,Baldwin Bikes,Completed
1241,2016-02-04,56,4,2016-02-06,2016-02-07,Marcelene,Baldwin Bikes,Completed
1305,2016-02-04,57,4,2016-02-06,2016-02-06,Venita,Baldwin Bikes,Completed
504,2016-02-05,58,4,2016-02-07,2016-02-07,Marcelene,Baldwin Bikes,Completed
563,2016-02-05,59,4,2016-02-07,2016-02-06,Venita,Baldwin Bikes,Completed
151,2016-02-06,60,4,2016-02-08,2016-02-07,Genna,Santa Cruz Bikes,Completed
277,2016-02-06,61,4,2016-02-09,2016-02-09,Venita,Baldwin Bikes,Completed
208,2016-02-07,62,4,2016-02-10,2016-02-10,Mireya,Santa Cruz Bikes,Completed
1075,2016-02-07,63,4,2016-02-09,2016-02-09,Venita,Baldwin Bikes,Completed
1185,2016-02-07,64,4,2016-02-08,2016-02-09,Marcelene,Baldwin Bikes,Completed
996,2016-02-08,65,4,2016-02-09,2016-02-11,Marcelene,Baldwin Bikes,Completed
1253,2016-02-09,66,4,2016-02-12,2016-02-12,Venita,Baldwin Bikes,Completed
526,2016-02-09,67,4,2016-02-11,2016-02-10,Kali,Rowlett Bikes,Completed
381,2016-02-10,68,4,2016-02-11,2016-02-13,Marcelene,Baldwin Bikes,Completed
1413,2016-02-10,69,4,2016-02-12,2016-02-11,Venita,Baldwin Bikes,Completed
50,2016-02-11,70,3,2016-02-11,,Layla,Rowlett Bikes,Rejected
797,2016-02-11,71,4,2016-02-14,2016-02-12,Venita,Baldwin Bikes,Completed
1386,2016-02-12,72,4,2016-02-15,2016-02-13,Mireya,Santa Cruz Bikes,Completed
612,2016-02-12,73,4,2016-02-15,2016-02-14,Venita,Baldwin Bikes,Completed
264,2016-02-13,74,4,2016-02-15,2016-02-15,Venita,Baldwin Bikes,Completed
587,2016-02-14,75,4,2016-02-15,2016-02-17,Marcelene,Baldwin Bikes,Completed
9,2016-02-16,76,3,2016-02-16,,Marcelene,Baldwin Bikes,Rejected
385,2016-02-16,77,4,2016-02-19,2016-02-19,Mireya,Santa Cruz Bikes,Completed
1182,2016-02-16,78,4,2016-02-18,2016-02-19,Venita,Baldwin Bikes,Completed
529,2016-02-17,79,4,2016-02-20,2016-02-20,Genna,Santa Cruz Bikes,Completed
397,2016-02-17,80,4,2016-02-20,2016-02-19,Marcelene,Baldwin Bikes,Completed
521,2016-02-17,81,4,2016-02-19,2016-02-18,Marcelene,Baldwin Bikes,Completed
1223,2016-02-18,82,4,2016-02-21,2016-02-20,Marcelene,Baldwin Bikes,Completed
393,2016-02-19,83,4,2016-02-20,2016-02-20,Genna,Santa Cruz Bikes,Completed
317,2016-02-20,84,4,2016-02-22,2016-02-21,Venita,Baldwin Bikes,Completed
1174,2016-02-20,85,4,2016-02-23,2016-02-21,Venita,Baldwin Bikes,Completed
276,2016-02-21,86,4,2016-02-22,2016-02-23,Venita,Baldwin Bikes,Completed
516,2016-02-21,87,4,2016-02-22,2016-02-23,Marcelene,Baldwin Bikes,Completed
1069,2016-02-21,88,4,2016-02-22,2016-02-23,Marcelene,Baldwin Bikes,Completed
668,2016-02-21,89,4,2016-02-24,2016-02-24,Kali,Rowlett Bikes,Completed
414,2016-02-23,90,4,2016-02-25,2016-02-24,Venita,Baldwin Bikes,Completed
648,2016-02-25,91,4,2016-02-27,2016-02-28,Mireya,Santa Cruz Bikes,Completed
1309,2016-02-25,92,4,2016-02-28,2016-02-28,Venita,Baldwin Bikes,Completed
1328,2016-02-26,93,4,2016-02-28,2016-02-27,Genna,Santa Cruz Bikes,Completed
929,2016-02-27,94,4,2016-02-28,2016-02-29,Mireya,Santa Cruz Bikes,Completed
218,2016-02-27,95,4,2016-02-29,2016-02-28,Venita,Baldwin Bikes,Completed
1094,2016-02-27,96,4,2016-02-29,2016-02-28,Venita,Baldwin Bikes,Completed
204,2016-02-28,97,4,2016-02-29,2016-03-01,Venita,Baldwin Bikes,Completed
1194,2016-02-28,98,4,2016-02-29,2016-02-29,Marcelene,Baldwin Bikes,Completed
1165,2016-02-29,99,4,2016-03-01,2016-03-03,Layla,Rowlett Bikes,Completed
1237,2016-03-01,100,4,2016-03-04,2016-03-03,Venita,Baldwin Bikes,Completed
271,2016-03-01,101,4,2016-03-04,2016-03-04,Kali,Rowlett Bikes,Completed
336,2016-03-02,102,4,2016-03-05,2016-03-03,Venita,Baldwin Bikes,Completed
991,2016-03-03,103,4,2016-03-06,2016-03-05,Mireya,Santa Cruz Bikes,Completed
7,2016-03-03,104,4,2016-03-05,2016-03-05,Venita,Baldwin Bikes,Completed
306,2016-03-03,105,4,2016-03-05,2016-03-04,Venita,Baldwin Bikes,Completed
422,2016-03-04,106,4,2016-03-05,2016-03-05,Layla,Rowlett Bikes,Completed
633,2016-03-06,107,4,2016-03-09,2016-03-09,Mireya,Santa Cruz Bikes,Completed
12,2016-03-06,108,4,2016-03-09,2016-03-07,Marcelene,Baldwin Bikes,Completed
1255,2016-03-06,109,4,2016-03-09,2016-03-09,Marcelene,Baldwin Bikes,Completed
677,2016-03-06,110,4,2016-03-08,2016-03-09,Layla,Rowlett Bikes,Completed
630,2016-03-07,111,4,2016-03-10,2016-03-10,Marcelene,Baldwin Bikes,Completed
469,2016-03-08,112,4,2016-03-11,2016-03-10,Marcelene,Baldwin Bikes,Completed
1078,2016-03-08,113,4,2016-03-11,2016-03-11,Marcelene,Baldwin Bikes,Completed
1431,2016-03-08,114,4,2016-03-10,2016-03-11,Venita,Baldwin Bikes,Completed
1369,2016-03-09,115,4,2016-03-11,2016-03-11,Venita,Baldwin Bikes,Completed
471,2016-03-10,116,4,2016-03-11,2016-03-11,Venita,Baldwin Bikes,Completed
740,2016-03-10,117,4,2016-03-13,2016-03-11,Marcelene,Baldwin Bikes,Completed
577,2016-03-12,118,4,2016-03-14,2016-03-13,Mireya,Santa Cruz Bikes,Completed
925,2016-03-12,119,4,2016-03-14,2016-03-14,Venita,Baldwin Bikes,Completed
327,2016-03-14,120,4,2016-03-15,2016-03-17,Venita,Baldwin Bikes,Completed
755,2016-03-14,121,4,2016-03-15,2016-03-16,Marcelene,Baldwin Bikes,Completed
786,2016-03-14,122,4,2016-03-16,2016-03-15,Marcelene,Baldwin Bikes,Completed
766,2016-03-15,123,4,2016-03-18,2016-03-17,Marcelene,Baldwin Bikes,Completed
403,2016-03-16,124,4,2016-03-18,2016-03-17,Genna,Santa Cruz Bikes,Completed
685,2016-03-16,125,4,2016-03-19,2016-03-17,Marcelene,Baldwin Bikes,Completed
1365,2016-03-16,126,4,2016-03-18,2016-03-18,Venita,Baldwin Bikes,Completed
484,2016-03-17,127,4,2016-03-18,2016-03-19,Kali,Rowlett Bikes,Completed
86,2016-03-18,128,4,2016-03-20,2016-03-21,Marcelene,Baldwin Bikes,Completed
84,2016-03-19,129,4,2016-03-21,2016-03-21,Venita,Baldwin Bikes,Completed
1049,2016-03-19,130,4,2016-03-22,2016-03-20,Marcelene,Baldwin Bikes,Completed
316,2016-03-19,131,4,2016-03-22,2016-03-20,Kali,Rowlett Bikes,Completed
46,2016-03-20,132,4,2016-03-22,2016-03-23,Genna,Santa Cruz Bikes,Completed
409,2016-03-20,133,4,2016-03-22,2016-03-21,Venita,Baldwin Bikes,Completed
679,2016-03-20,134,4,2016-03-21,2016-03-21,Venita,Baldwin Bikes,Completed
1354,2016-03-21,135,4,2016-03-23,2016-03-23,Venita,Baldwin Bikes,Completed
1192,2016-03-21,136,4,2016-03-24,2016-03-23,Kali,Rowlett Bikes,Completed
370,2016-03-23,137,4,2016-03-26,2016-03-25,Venita,Baldwin Bikes,Completed
438,2016-03-23,138,4,2016-03-24,2016-03-25,Venita,Baldwin Bikes,Completed
710,2016-03-23,139,4,2016-03-24,2016-03-26,Venita,Baldwin Bikes,Completed
1264,2016-03-23,140,4,2016-03-26,2016-03-26,Venita,Baldwin Bikes,Completed
557,2016-03-25,141,4,2016-03-27,2016-03-26,Venita,Baldwin Bikes,Completed
170,2016-03-26,142,4,2016-03-27,2016-03-27,Genna,Santa Cruz Bikes,Completed
693,2016-03-26,143,4,2016-03-28,2016-03-28,Venita,Baldwin Bikes,Completed
1124,2016-03-26,144,4,2016-03-29,2016-03-29,Venita,Baldwin Bikes,Completed
366,2016-03-27,145,4,2016-03-29,2016-03-30,Marcelene,Baldwin Bikes,Completed
288,2016-03-28,146,4,2016-03-30,2016-03-30,Genna,Santa Cruz Bikes,Completed
55,2016-03-28,147,4,2016-03-31,2016-03-31,Venita,Baldwin Bikes,Completed
714,2016-03-28,148,4,2016-03-30,2016-03-30,Marcelene,Baldwin Bikes,Completed
763,2016-03-28,149,4,2016-03-30,2016-03-29,Marcelene,Baldwin Bikes,Completed
332,2016-03-29,150,4,2016-03-31,2016-04-01,Mireya,Santa Cruz Bikes,Completed
926,2016-03-29,151,4,2016-04-01,2016-03-31,Mireya,Santa Cruz Bikes,Completed
76,2016-03-29,152,4,2016-03-30,2016-03-30,Marcelene,Baldwin Bikes,Completed
498,2016-03-30,153,4,2016-04-02,2016-04-01,Marcelene,Baldwin Bikes,Completed
1286,2016-03-31,154,4,2016-04-01,2016-04-01,Mireya,Santa Cruz Bikes,Completed
371,2016-04-02,155,4,2016-04-03,2016-04-04,Marcelene,Baldwin Bikes,Completed
357,2016-04-03,156,4,2016-04-06,2016-04-05,Genna,Santa Cruz Bikes,Completed
43,2016-04-03,157,4,2016-04-06,2016-04-06,Kali,Rowlett Bikes,Completed
117,2016-04-04,158,3,2016-04-04,,Layla,Rowlett Bikes,Rejected
32,2016-04-04,159,4,2016-04-06,2016-04-06,Mireya,Santa Cruz Bikes,Completed
205,2016-04-04,160,4,2016-04-06,2016-04-06,Venita,Baldwin Bikes,Completed
251,2016-04-04,161,4,2016-04-07,2016-04-05,Venita,Baldwin Bikes,Completed
31,2016-04-06,162,4,2016-04-08,2016-04-07,Genna,Santa Cruz Bikes,Completed
1325,2016-04-06,163,4,2016-04-07,2016-04-07,Venita,Baldwin Bikes,Completed
610,2016-04-07,164,4,2016-04-08,2016-04-09,Venita,Baldwin Bikes,Completed
574,2016-04-08,165,4,2016-04-10,2016-04-10,Genna,Santa Cruz Bikes,Completed
338,2016-04-08,166,4,2016-04-11,2016-04-11,Marcelene,Baldwin Bikes,Completed
1034,2016-04-08,167,4,2016-04-09,2016-04-11,Venita,Baldwin Bikes,Completed
1147,2016-04-09,168,4,2016-04-12,2016-04-11,Genna,Santa Cruz Bikes,Completed
99,2016-04-10,169,4,2016-04-11,2016-04-11,Venita,Baldwin Bikes,Completed
1200,2016-04-10,170,4,2016-04-11,2016-04-13,Venita,Baldwin Bikes,Completed
237,2016-04-11,171,4,2016-04-14,2016-04-14,Genna,Santa Cruz Bikes,Completed
1079,2016-04-11,172,4,2016-04-12,2016-04-14,Venita,Baldwin Bikes,Completed
117,2016-04-11,173,4,2016-04-14,2016-04-13,Kali,Rowlett Bikes,Completed
1361,2016-04-12,174,4,2016-04-13,2016-04-15,Venita,Baldwin Bikes,Completed
951,2016-04-13,175,4,2016-04-14,2016-04-14,Marcelene,Baldwin Bikes,Completed
643,2016-04-15,176,4,2016-04-16,2016-04-17,Venita,Baldwin Bikes,Completed
121,2016-04-16,177,4,2016-04-19,2016-04-19,Mireya,Santa Cruz Bikes,Completed
756,2016-04-16,178,4,2016-04-17,2016-04-18,Marcelene,Baldwin Bikes,Completed
616,2016-04-17,179,4,2016-04-19,2016-04-19,Marcelene,Baldwin Bikes,Completed
918,2016-04-17,180,4,2016-04-20,2016-04-19,Venita,Baldwin Bikes,Completed
459,2016-04-18,181,4,2016-04-20,2016-04-20,Genna,Santa Cruz Bikes,Completed
854,2016-04-18,182,4,2016-04-19,2016-04-20,Marcelene,Baldwin Bikes,Completed
22,2016-04-19,183,4,2016-04-20,2016-04-20,Venita,Baldwin Bikes,Completed
134,2016-04-19,184,4,2016-04-21,2016-04-22,Venita,Baldwin Bikes,Completed
24,2016-04-20,185,3,2016-04-20,,Mireya,Santa Cruz Bikes,Rejected
1127,2016-04-21,186,4,2016-04-22,2016-04-24,Marcelene,Baldwin Bikes,Completed
183,2016-04-22,187,4,2016-04-23,2016-04-24,Marcelene,Baldwin Bikes,Completed
390,2016-04-22,188,4,2016-04-23,2016-04-25,Marcelene,Baldwin Bikes,Completed
1288,2016-04-23,189,4,2016-04-24,2016-04-26,Mireya,Santa Cruz Bikes,Completed
98,2016-04-23,190,4,2016-04-25,2016-04-25,Marcelene,Baldwin Bikes,Completed
919,2016-04-27,191,4,2016-04-28,2016-04-28,Mireya,Santa Cruz Bikes,Completed
728,2016-04-27,192,4,2016-04-28,2016-04-29,Venita,Baldwin Bikes,Completed
1366,2016-04-28,193,4,2016-04-30,2016-04-30,Genna,Santa Cruz Bikes,Completed
558,2016-04-28,194,4,2016-04-30,2016-05-01,Venita,Baldwin Bikes,Completed
727,2016-04-28,195,4,2016-05-01,2016-05-01,Venita,Baldwin Bikes,Completed
1247,2016-04-28,196,4,2016-04-30,2016-05-01,Marcelene,Baldwin Bikes,Completed
127,2016-04-30,197,4,2016-05-03,2016-05-03,Venita,Baldwin Bikes,Completed
640,2016-05-01,198,4,2016-05-04,2016-05-03,Marcelene,Baldwin Bikes,Completed
760,2016-05-01,199,4,2016-05-04,2016-05-04,Venita,Baldwin Bikes,Completed
1074,2016-05-01,200,4,2016-05-03,2016-05-03,Marcelene,Baldwin Bikes,Completed
280,2016-05-01,201,4,2016-05-04,2016-05-02,Layla,Rowlett Bikes,Completed
600,2016-05-03,202,4,2016-05-05,2016-05-04,Mireya,Santa Cruz Bikes,Completed
1102,2016-05-03,203,4,2016-05-05,2016-05-06,Layla,Rowlett Bikes,Completed
591,2016-05-04,204,4,2016-05-07,2016-05-06,Venita,Baldwin Bikes,Completed
635,2016-05-04,205,4,2016-05-05,2016-05-06,Marcelene,Baldwin Bikes,Completed
743,2016-05-04,206,4,2016-05-06,2016-05-05,Layla,Rowlett Bikes,Completed
105,2016-05-05,207,4,2016-05-07,2016-05-07,Venita,Baldwin Bikes,Completed
815,2016-05-06,208,4,2016-05-07,2016-05-09,Venita,Baldwin Bikes,Completed
514,2016-05-07,209,4,2016-05-08,2016-05-08,Marcelene,Baldwin Bikes,Completed
943,2016-05-07,210,4,2016-05-08,2016-05-09,Marcelene,Baldwin Bikes,Completed
1140,2016-05-07,211,4,2016-05-09,2016-05-08,Marcelene,Baldwin Bikes,Completed
1373,2016-05-08,212,4,2016-05-09,2016-05-11,Marcelene,Baldwin Bikes,Completed
788,2016-05-08,213,4,2016-05-09,2016-05-09,Kali,Rowlett Bikes,Completed
363,2016-05-10,214,4,2016-05-12,2016-05-11,Marcelene,Baldwin Bikes,Completed
1420,2016-05-10,215,4,2016-05-13,2016-05-12,Venita,Baldwin Bikes,Completed
267,2016-05-11,216,4,2016-05-14,2016-05-13,Genna,Santa Cruz Bikes,Completed
716,2016-05-11,217,4,2016-05-12,2016-05-14,Venita,Baldwin Bikes,Completed
1179,2016-05-12,218,4,2016-05-14,2016-05-14,Venita,Baldwin Bikes,Completed
1338,2016-05-12,219,4,2016-05-15,2016-05-15,Marcelene,Baldwin Bikes,Completed
1358,2016-05-12,220,4,2016-05-14,2016-05-15,Marcelene,Baldwin Bikes,Completed
1218,2016-05-13,221,4,2016-05-16,2016-05-14,Mireya,Santa Cruz Bikes,Completed
51,2016-05-13,222,4,2016-05-16,2016-05-14,Marcelene,Baldwin Bikes,Completed
1368,2016-05-15,223,4,2016-05-16,2016-05-17,Venita,Baldwin Bikes,Completed
157,2016-05-17,224,4,2016-05-18,2016-05-19,Genna,Santa Cruz Bikes,Completed
307,2016-05-17,225,4,2016-05-20,2016-05-19,Genna,Santa Cruz Bikes,Completed
501,2016-05-17,226,4,2016-05-19,2016-05-20,Mireya,Santa Cruz Bikes,Completed
489,2016-05-17,227,4,2016-05-18,2016-05-20,Venita,Baldwin Bikes,Completed
615,2016-05-17,228,4,2016-05-20,2016-05-20,Venita,Baldwin Bikes,Completed
742,2016-05-19,229,4,2016-05-21,2016-05-20,Marcelene,Baldwin Bikes,Completed
1167,2016-05-19,230,4,2016-05-20,2016-05-21,Marcelene,Baldwin Bikes,Completed
1257,2016-05-19,231,4,2016-05-22,2016-05-21,Marcelene,Baldwin Bikes,Completed
1360,2016-05-20,232,4,2016-05-23,2016-05-23,Genna,Santa Cruz Bikes,Completed
737,2016-05-21,233,4,2016-05-22,2016-05-24,Marcelene,Baldwin Bikes,Completed
1435,2016-05-22,234,4,2016-05-24,2016-05-24,Marcelene,Baldwin Bikes,Completed
649,2016-05-24,235,4,2016-05-25,2016-05-25,Marcelene,Baldwin Bikes,Completed
206,2016-05-25,236,4,2016-05-27,2016-05-26,Marcelene,Baldwin Bikes,Completed
1351,2016-05-25,237,4,2016-05-26,2016-05-27,Venita,Baldwin Bikes,Completed
1350,2016-05-26,238,4,2016-05-29,2016-05-29,Marcelene,Baldwin Bikes,Completed
13,2016-05-27,239,3,2016-05-27,,Layla,Rowlett Bikes,Rejected
65,2016-05-27,240,4,2016-05-29,2016-05-30,Marcelene,Baldwin Bikes,Completed
1082,2016-05-27,241,4,2016-05-29,2016-05-29,Venita,Baldwin Bikes,Completed
1168,2016-05-27,242,4,2016-05-30,2016-05-30,Venita,Baldwin Bikes,Completed
802,2016-05-27,243,4,2016-05-30,2016-05-28,Kali,Rowlett Bikes,Completed
956,2016-05-28,244,4,2016-05-29,2016-05-29,Marcelene,Baldwin Bikes,Completed
223,2016-05-29,245,4,2016-05-31,2016-05-30,Venita,Baldwin Bikes,Completed
17,2016-05-30,246,3,2016-05-30,,Marcelene,Baldwin Bikes,Rejected
928,2016-05-30,247,4,2016-06-01,2016-06-01,Genna,Santa Cruz Bikes,Completed
1376,2016-05-30,248,4,2016-06-01,2016-05-31,Venita,Baldwin Bikes,Completed
145,2016-06-01,249,4,2016-06-04,2016-06-04,Marcelene,Baldwin Bikes,Completed
150,2016-06-01,250,4,2016-06-02,2016-06-04,Venita,Baldwin Bikes,Completed
851,2016-06-01,251,4,2016-06-04,2016-06-04,Venita,Baldwin Bikes,Completed
66,2016-06-01,252,4,2016-06-04,2016-06-02,Kali,Rowlett Bikes,Completed
1267,2016-06-02,253,4,2016-06-05,2016-06-05,Marcelene,Baldwin Bikes,Completed
510,2016-06-03,254,4,2016-06-06,2016-06-05,Venita,Baldwin Bikes,Completed
801,2016-06-03,255,4,2016-06-06,2016-06-05,Venita,Baldwin Bikes,Completed
26,2016-06-04,256,4,2016-06-05,2016-06-07,Venita,Baldwin Bikes,Completed
1314,2016-06-05,257,4,2016-06-06,2016-06-08,Genna,Santa Cruz Bikes,Completed
107,2016-06-06,258,4,2016-06-07,2016-06-07,Venita,Baldwin Bikes,Completed
413,2016-06-06,259,4,2016-06-09,2016-06-09,Venita,Baldwin Bikes,Completed
632,2016-06-06,260,4,2016-06-08,2016-06-08,Marcelene,Baldwin Bikes,Completed
1045,2016-06-08,261,4,2016-06-10,2016-06-09,Mireya,Santa Cruz Bikes,Completed
579,2016-06-08,262,4,2016-06-11,2016-06-10,Layla,Rowlett Bikes,Completed
1322,2016-06-09,263,4,2016-06-10,2016-06-12,Marcelene,Baldwin Bikes,Completed
5,2016-06-10,264,3,2016-06-10,,Genna,Santa Cruz Bikes,Rejected
682,2016-06-10,265,4,2016-06-12,2016-06-11,Venita,Baldwin Bikes,Completed
933,2016-06-10,266,4,2016-06-13,2016-06-13,Venita,Baldwin Bikes,Completed
282,2016-06-11,267,4,2016-06-14,2016-06-14,Genna,Santa Cruz Bikes,Completed
540,2016-06-11,268,4,2016-06-14,2016-06-12,Genna,Santa Cruz Bikes,Completed
764,2016-06-12,269,4,2016-06-13,2016-06-15,Marcelene,Baldwin Bikes,Completed
879,2016-06-12,270,4,2016-06-15,2016-06-13,Venita,Baldwin Bikes,Completed
350,2016-06-13,271,4,2016-06-16,2016-06-14,Venita,Baldwin Bikes,Completed
497,2016-06-15,272,4,2016-06-18,2016-06-16,Venita,Baldwin Bikes,Completed
1340,2016-06-16,273,4,2016-06-19,2016-06-17,Venita,Baldwin Bikes,Completed
411,2016-06-17,274,4,2016-06-20,2016-06-18,Venita,Baldwin Bikes,Completed
1341,2016-06-17,275,4,2016-06-19,2016-06-18,Venita,Baldwin Bikes,Completed
1227,2016-06-18,276,4,2016-06-19,2016-06-19,Marcelene,Baldwin Bikes,Completed
546,2016-06-19,277,4,2016-06-20,2016-06-20,Venita,Baldwin Bikes,Completed
1301,2016-06-20,278,4,2016-06-23,2016-06-21,Genna,Santa Cruz Bikes,Completed
378,2016-06-21,279,4,2016-06-22,2016-06-22,Marcelene,Baldwin Bikes,Completed
638,2016-06-21,280,4,2016-06-22,2016-06-23,Venita,Baldwin Bikes,Completed
800,2016-06-21,281,4,2016-06-22,2016-06-23,Venita,Baldwin Bikes,Completed
159,2016-06-22,282,4,2016-06-25,2016-06-25,Layla,Rowlett Bikes,Completed
181,2016-06-23,283,4,2016-06-26,2016-06-26,Mireya,Santa Cruz Bikes,Completed
1356,2016-06-23,284,4,2016-06-25,2016-06-25,Venita,Baldwin Bikes,Completed
319,2016-06-25,285,4,2016-06-26,2016-06-27,Mireya,Santa Cruz Bikes,Completed
59,2016-06-25,286,4,2016-06-26,2016-06-26,Marcelene,Baldwin Bikes,Completed
133,2016-06-25,287,4,2016-06-26,2016-06-27,Marcelene,Baldwin Bikes,Completed
780,2016-06-25,288,4,2016-06-28,2016-06-28,Marcelene,Baldwin Bikes,Completed
849,2016-06-27,289,4,2016-06-28,2016-06-30,Marcelene,Baldwin Bikes,Completed
202,2016-06-28,290,4,2016-06-29,2016-06-30,Marcelene,Baldwin Bikes,Completed
158,2016-06-29,291,4,2016-06-30,2016-07-01,Marcelene,Baldwin Bikes,Completed
360,2016-06-29,292,4,2016-06-30,2016-07-02,Layla,Rowlett Bikes,Completed
573,2016-06-30,293,4,2016-07-03,2016-07-02,Venita,Baldwin Bikes,Completed
732,2016-07-01,294,4,2016-07-02,2016-07-02,Venita,Baldwin Bikes,Completed
1130,2016-07-01,295,4,2016-07-04,2016-07-04,Venita,Baldwin Bikes,Completed
1245,2016-07-04,296,4,2016-07-07,2016-07-06,Marcelene,Baldwin Bikes,Completed
1425,2016-07-04,297,4,2016-07-05,2016-07-06,Venita,Baldwin Bikes,Completed
885,2016-07-04,298,4,2016-07-07,2016-07-07,Layla,Rowlett Bikes,Completed
281,2016-07-05,299,4,2016-07-06,2016-07-07,Marcelene,Baldwin Bikes,Completed
1205,2016-07-05,300,4,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,Completed
