2025-10-30 16:25:26 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read stores.csv: (3, 7) shape, 0.00MB memory, 0 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stores': (3, 7)
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 15 rules successful
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stores': (3, 7)
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 15 rules successful
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with pandas optimization
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read staffs.csv: (10, 8) shape, 0.00MB memory, 2 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'staffs': (10, 8)
2025-10-30 17:48:45 | WARNING  | no-corre | etl.database         | Validation found issues: 2 failed rules
2025-10-30 17:48:45 | WARNING  | no-corre | etl.database         | Error-level validation failures: 1
2025-10-30 17:48:45 | WARNING  | no-corre | etl.database         |   - manager_id_data_type: Invalid data type in manager_id, expected float
2025-10-30 17:48:45 | WARNING  | no-corre | etl.database         | Data validation found 2 issues in staffs.csv
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Applied automatic fixes to staffs.csv: {'manager_id_range': np.int64(1)}
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'staffs': (10, 8)
2025-10-30 17:48:45 | WARNING  | no-corre | etl.database         | Validation found issues: 2 failed rules
2025-10-30 17:48:45 | WARNING  | no-corre | etl.database         | Error-level validation failures: 1
2025-10-30 17:48:45 | WARNING  | no-corre | etl.database         |   - manager_id_data_type: Invalid data type in manager_id, expected float
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Reading products.csv with pandas optimization
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read products.csv: (321, 6) shape, 0.03MB memory, 0 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'products': (321, 6)
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 17 rules successful
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'products': (321, 6)
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 17 rules successful
2025-10-30 17:48:45 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with pandas optimization
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Read stocks.csv: (939, 3) shape, 0.00MB memory, 1 categorical columns
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stocks': (939, 3)
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 9 rules successful
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stocks': (939, 3)
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Validation passed: all 9 rules successful
2025-10-30 17:48:45 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 17:49:05 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 17:49:05 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 17:49:05 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-30 17:49:05 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 17:50:54 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 17:50:54 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 17:50:54 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 19:55:07 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\brands.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:55:07 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\categories.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:55:07 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\stores.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:55:07 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\staffs.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:55:07 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\products.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:55:07 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\stocks.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:55:11 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: products
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Starting CSV import
2025-10-30 19:56:23 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\brands.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:56:23 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\categories.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:56:23 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\stores.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:56:23 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\staffs.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:56:23 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\products.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:56:23 | ERROR    | no-corre | etl.database         | Failed to read C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\data\CSV\stocks.csv: 'PandasOptimizer' object has no attribute 'optimize_csv_reading'
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Total records imported: 0
2025-10-30 19:56:23 | INFO     | no-corre | etl.database         | Completed CSV import
2025-10-30 19:57:12 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-30 19:57:12 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-30 19:57:12 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-30 19:57:12 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-30 19:57:12 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Created table: products
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Starting CSV import
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Imported 0 records to brands
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Imported 0 records to categories
2025-10-30 19:57:13 | INFO     | no-corre | etl.database         | Imported 3 records to stores
2025-10-30 19:57:13 | ERROR    | no-corre | etl.database         | Failed CSV import: nan can not be used with MySQL
2025-10-30 19:57:47 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Starting CSV import
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Imported 0 records to brands
